level,route,Feature,value,z score,probability of do value,probability of not do value,probability difference,p value,support
0,,psd,Acetaminophen,142.55525414344478,0.8310047449321599,0.3477950825891143,0.48320966234304563,0.0,4990
0,,outcome,Death,79.21707578874813,0.6738345769351384,0.32222505110859634,0.35160952582654204,0.0,11311
0,,age,18-39,30.16400902479318,0.5614297285242985,0.37256497137197414,0.18886475715232437,0.0,5350
0,,indication,SUICIDE ATTEMPT,25.585835188303566,0.8649478358058826,0.37374827582695236,0.4911995599789303,0.0,170
0,,outcome,LifeThreatening,24.73969869697232,0.5798395489838704,0.4237445957354852,0.15609495324838518,0.0,5488
0,,indication,HEPATIC NEOPLASM MALIGNANT,21.34545854679293,0.7193107553616244,0.37328284925278116,0.3460279061088432,0.0,271
0,,psd,Sorafenib Tosylate,18.267120734054686,0.6858040304194455,0.41086587936806485,0.27493815105138064,0.0,360
0,,age,younger than 18,16.182208056470355,0.5696513736804969,0.3964151627552762,0.17323621092522068,0.0,1687
0,,dose,PO,13.995600960737395,0.6321019271225382,0.380082711319953,0.2520192158025852,0.0,457
0,,psd,Heparin Sodium,9.948791193886398,0.706355901612903,0.41232253802501295,0.29403336358789,0.0,155
0,,indication,PYREXIA,8.290011610429223,0.5733173503720543,0.37486146537383486,0.19845588499821948,1.1102230246251565e-16,297
0,,indication,HEADACHE,7.77981642513277,0.6583745209100713,0.3757523293310062,0.2826221915790651,3.6637359812630166e-15,139
0,,indication,MULTIPLE MYELOMA,7.310622500395563,0.5578218989235294,0.37613290287742085,0.18168899604610855,1.3300471835009375e-13,170
0,,psd,Bromfenac Sodium,7.305064387488247,0.6467774246846156,0.4127357770847257,0.23404164759988993,1.3855583347321954e-13,130
0,,psd,Sevoflurane,6.642787999307373,0.6674319508099174,0.41272502659669186,0.2547069242132255,1.5390244634261308e-11,121
0,,psd,Rosiglitazone Maleate,5.711783748064468,0.568717845636943,0.41289839568611997,0.15581944995082309,5.589904872316254e-09,157
0,,outcome,RequiredIntervention,5.253084972935606,0.5187655811961964,0.4491741948824748,0.06959138631372164,7.478624342027729e-08,1078
0,,indication,ATRIAL FIBRILLATION,5.057290496741652,0.5125417353073766,0.3760230717154637,0.1365186635919129,2.1262759919427054e-07,244
0,,indication,BREAST CANCER METASTATIC,4.052557822667232,0.5145639366419755,0.3765192107739642,0.1380447258680113,2.5330348740748576e-05,162
0,,psd,Peginterferon Alfa-2a,4.033444669536422,0.551610669801802,0.41314645563729485,0.1384642141645071,2.7482563690339745e-05,111
0,,psd,Bevacizumab,3.788905768594393,0.5516899680063291,0.41296783066997583,0.13872213733635325,7.565614518967312e-05,158
0,,psd,Tacrolimus,2.956534859925654,0.5300396012403097,0.41315440242338547,0.11688519881692422,0.001555585303194662,129

1,Acetaminophen,outcome,Death,27.45902627965972,0.9177974909714006,0.7966168455387451,0.1211806454326555,0.0,1889
1,Acetaminophen,age,18-39,15.926087866761087,0.8821723226288473,0.7890191783479007,0.09315314428094656,0.0,1560
1,Acetaminophen,indication,SUICIDE ATTEMPT,14.295520163450076,0.9263906382242998,0.754302386396316,0.17208825182798382,0.0,107
1,Acetaminophen,gender,Female,10.539732524997033,0.8547604010151669,0.7852747026984754,0.06948569831669149,0.0,2571
1,Acetaminophen,dose,PO,7.6545948586452655,0.8874208048634363,0.8014928245072502,0.0859279803561861,9.658940314238862e-15,227
1,Acetaminophen,age,younger than 18,6.728609128239031,0.8706430363689671,0.8225041637976781,0.048138872571289015,8.564593478865845e-12,580
1,Acetaminophen,outcome,LifeThreatening,5.906040563931767,0.8828024791104295,0.8435891615935583,0.03921331751687118,1.7521386563856822e-09,652
1,Acetaminophen,indication,PYREXIA,3.1925946705374297,0.8285978033384619,0.761955392290647,0.06664241104781488,0.0007050035797083742,130
1,Death,psd,Acetaminophen,38.25468440861454,0.9201173666703919,0.606680787910496,0.31343657875989595,0.0,537
1,Death,age,younger than 18,9.012908477414257,0.83641275685034,0.6141401919764582,0.2222725648738818,0.0,147
1,Death,age,18-39,7.517255869126933,0.7467132745940478,0.6044816581129292,0.1422316164811186,2.7977620220553945e-14,420
1,Death,gender,Female,3.9989089665043855,0.6735059397656388,0.6205470846643868,0.05295885510125198,3.181757413783792e-05,1551
